	SEQ.1	SEQ.2	SEQ.3	SEQ.4	SEQ.5	SEQ.6	SEQ.7	SEQ.8	SEQ.9	SEQ.10	SEQ.11	SEQ.12	SEQ.13	SEQ.14	SEQ.15	SEQ.16	SEQ.17	SEQ.18	SEQ.19	SEQ.20	SEQ.21	SEQ.22	SEQ.23	SEQ.24	SEQ.25	SEQ.26	SEQ.27	SEQ.28	SEQ.29	SEQ.30	SEQ.31	SEQ.32	SEQ.33	SEQ.34	SEQ.35	SEQ.36	SEQ.37	SEQ.38	SEQ.39	SEQ.40	SEQ.41	SEQ.42	SEQ.43	SEQ.44	SEQ.45	SEQ.46	SEQ.47	SEQ.48	SEQ.49	SEQ.50	SEQ.51	SEQ.52	SEQ.53	SEQ.54	SEQ.55	SEQ.56	SEQ.57	SEQ.58	SEQ.59	SEQ.60	SEQ.61	SEQ.62	SEQ.63	SEQ.64	SEQ.65	SEQ.66	SEQ.67	SEQ.68	SEQ.69	SEQ.70
k__Bacteria;p__Firmicutes;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Macrococcus_B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	7	0	0	95	0	63	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	4	0	0	2	0	0	0	0	0	0	0	0	3	0	0	3	0	0	0	0	0	0	0	0	16	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus	0	80	1	17	0	6	0	0	0	0	1	1	7	0	0	1	0	0	0	0	0	1	41	0	4	51	1	0	1	0	0	0	2	0	21	0	23	17	0	0	223	36	78	284	114	78	0	7	0	0	0	0	1	0	582	2	128	49	30	11	0	1	0	0	0	26	1587	0	2	48
k__Bacteria;p__Firmicutes;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus_A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Other;o__Other;f__Other;g__Other	0	5	0	0	1	0	0	0	0	0	0	0	0	2	1	2	0	1	0	0	0	0	0	2	5	0	0	0	0	1	0	0	0	0	2	0	3	0	1	0	0	0	0	1	0	8	1	1	0	1	0	0	0	0	1	2	0	1	0	7	0	1	2	0	0	21	0	0	1	0
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Acetivibrionales;f__Acetivibrionaceae;g__Ruminiclostridium	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium	109	3088	9	0	553	414	0	4	26	14	3950	36110	27	1675	2885	149	15630	1	34	16	1306	0	46	528	388	79	150	49	458	30	6154	176	117	0	88	6476	10918	41	783	33	990	3491	4668	15645	5138	986	182	2147	9	7	297	90	21	4301	24	255	7	72	447	51	145	246	1503	8	0	22755	17	0	1049	267
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_H	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	1	0	0	0
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_L	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_P	5	386	0	0	183	4397	0	0	5	0	327	146952	23	11159	53369	1227	15752	0	0	0	296	15	691	733	0	0	706	24	5	9	8129	8313	1724	366	137	543	1758	69	7948	0	3609	1930	2478	3823	33444	0	466	4555	0	62	4934	0	8691	341	0	3759	0	73	112	0	455	0	2662	8	0	10459	729	0	0	37209
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Dwaynesavagella	0	21	1	0	0	0	0	0	0	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0	0	0	0	0	0	0	1	0	0	0	0	26	0	0	0	0	0	0
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Other	2	102	1	1	27	97	0	1	0	2	117	928	12	67	1080	20	419	2	0	2	37	9	9	37	13	3	9	2	22	0	277	96	28	2	23	208	386	4	145	1	87	95	116	484	916	9	9	172	0	3	63	2	111	144	3	52	1	9	3	3	7	3	55	2	0	5399	15	3	14	412
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Eubacteriales;f__Eubacteriaceae;g__Eubacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	6	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	21	0	0	0	0	0	0	0	0	7	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Anaerotignaceae;g__Anaerotignum	0	0	41	1	1	0	0	7	300	0	0	0	9	0	17	0	0	0	0	1	0	6	0	0	0	1	0	0	12	1	0	2	0	579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	104	0	0	6	0	0	262	2	3	31	0	0	1	0	0	0	0	1	0	0	0
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Anaerotignaceae;g__Other	0	0	0	0	2	0	0	1	0	0	0	0	7	0	0	0	0	0	1	1	1	2	0	0	0	0	0	0	1	0	0	1	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Cellulosilyticaceae;g__Cellulosilyticum	0	4	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	163	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Cellulosilyticaceae;g__Niameybacter	0	106	0	0	1	0	0	0	0	0	54	0	0	0	0	0	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	265	10	0	0	0	0	1	163	1	0	0	8	0	0	3	0	0	218	0	0	0	0	0	0	0	0	0	0	0	104	0	0	0	0
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Cellulosilyticaceae;g__Other	0	13	0	0	0	0	0	0	0	0	19	0	1	0	0	0	14	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	78	1	0	0	0	0	0	26	0	0	0	1	0	1	0	0	0	39	0	0	0	0	3	0	0	0	1	0	0	16	0	0	0	0
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__14-2	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	0	5	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	3	7	2	3	9	2	3	0	0	0	0	0	0	0	0	1	0	32	0	0	0	0	0	24	0
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__1XD42-69	0	3	0	0	0	0	0	0	0	4	0	0	0	0	0	1	0	0	7	0	0	0	0	0	0	9	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	11	0	5	3	6	0	10	0	0	0	0	4	0	14	0	0	0	2	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__ASTD01	0	0	0	0	4	0	0	0	0	0	0	0	6	0	0	7	0	0	0	0	0	0	0	0	13	3	2	4	3	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	3	0	0	3	2	3	13	2	0	3	4	5	8	0	15	0	0	12	11	0	15	0
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetatifactor	8	16	3	0	5	0	0	12	9	8	16	0	19	9	0	7	8	3	11	7	0	0	8	6	6	69	33	21	15	14	0	63	0	12	0	0	0	0	9	10	14	0	4	8	0	15	19	12	19	13	31	7	22	0	40	18	18	9	41	5	8	0	88	4	3	13	9	2	12	1
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetivibrio_A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	2	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	1	0	4	21	0	0	5	0	5	0	7	5	12	0	0	0	0	0	0	0	6	0	0	0
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter	0	0	5	0	3	0	0	0	7	7	0	0	4	0	0	15	0	0	8	15	0	0	3	5	11	9	5	5	21	3	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	19	0	10	6	8	0	18	0	9	27	12	7	4	9	6	8	0	0	0	0	5	0	0	0
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__An181	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	0	13	4	12	1	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	10	0	0	0	0	6	0	9	0	8	12	9	18	16	0	0	0	19	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerobutyricum	0	7	1	0	15	2	0	0	1	1	13	2	8	6	0	15	26	0	3	4	1	0	12	14	2	65	3	18	70	12	0	0	0	0	0	0	33	0	0	8	0	0	0	5	0	6	34	2	19	8	0	23	23	0	39	15	13	18	100	0	8	6	10	8	2	0	18	15	0	13
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerosacchariphilus	0	0	8	0	0	0	0	0	9	2	5	0	0	0	16	0	0	0	0	0	0	0	0	0	6	0	0	2	1	10	0	11	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	6	0	0	0	17	5	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerosporobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerostipes	4	53	165	7	11	13	0	23	3	224	29	3	355	10	856	19	5	0	22	41	1	5	7	7	12	820	2	10	689	10	0	147	127	10	3	1	12	1	287	46	51	0	2	5	3	7897	556	495	11	30	16	6	49	6	72	19	15	18	87	63	15	8	45	88	1	185	5	0	834	22
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Bariatricus	6	38	20	7	11	61	0	24	26	11	77	0	21	134	26	43	20	7	13	103	5	15	24	18	26	43	65	24	53	20	0	0	0	19	0	0	4	10	16	64	36	0	23	51	0	177	206	25	15	13	50	69	48	98	92	49	24	243	98	17	50	42	40	21	25	3	49	1	14	12
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia	59112	173904	19249	15347	42075	42931	7538	12311	29739	55080	6602	4789	13287	53856	9829	66026	57065	16677	11547	14716	102130	9139	79521	42886	63860	71030	105838	39952	45341	143686	12397	31924	5466	4431	363	696	57751	865	51564	190623	95566	30	147545	139244	286	103215	86633	112345	42603	17659	118727	86103	54808	493	25827	109956	20206	51309	60055	24605	132022	146252	124109	12044	23911	493	45724	7447	88684	975
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A	36509	33003	33131	25696	26380	2281	20672	22029	10124	15219	7039	645	58661	12615	27296	61511	9442	34034	85518	24678	40866	13795	38787	49622	27267	31456	77114	90594	127210	29230	23	10825	2555	8340	95	5	528	2102	66569	53677	34249	2	2807	88527	18	59674	158918	1868	58799	62763	53430	97643	42602	268	87920	109265	182454	76309	64178	32874	3869	1207	57220	40513	24549	473	123369	38019	2148	6625
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-127	0	1	0	0	4	1	0	0	5	4	1	0	2	0	0	6	7	0	3	4	0	0	3	0	10	0	5	2	3	0	0	4	0	0	0	0	0	0	0	5	0	0	0	0	0	4	6	1	8	9	0	0	70	1	11	10	51	17	20	0	2	5	1	0	0	0	10	15	0	0
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-45	0	11	0	0	5	0	0	0	6	0	0	0	0	19	0	0	3	0	3	1	3	0	0	0	0	0	1	0	1	12	0	10	0	0	0	0	41	0	0	5	0	0	0	0	0	0	5	6	5	0	9	0	0	4	3	0	0	0	6	0	0	0	0	0	1	0	0	0	0	0
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-81	50	31	975	176	100	65	6342	120	6467	89	91	12	368	53	51	86	136	157	4786	4860	111	30	75	222	49	184	53	91	2115	12	0	1676	32	654	0	0	0	0	32	42	9	0	330	19	0	114	134	18	288	4862	88	190	4340	1	123	8	90	444	490	23	220	78	875	1326	107	1	71	37	3	320
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Catenibacillus	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	15	0	0	7	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	5	0	0	0	0	0	85	0	0	0	0	18	0	0	3	0	0	0
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Catonella	5	0	0	0	0	0	0	0	11	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	27	6	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	34	0	0	4	3	14	9	0	22	12	0	11	5	6	0	0	0	0	0	0	12	0	0	0
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Clostridium_AP	6	9	0	0	5	0	0	0	3	7	0	0	0	5	4	18	0	3	1	9	22	0	29	34	0	11	42	7	8	0	0	0	0	0	0	0	0	0	10	18	0	0	7	9	0	21	40	3	7	8	5	17	3	7	14	40	0	15	8	9	10	0	35	2	3	1	5	0	0	0
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Clostridium_Q	1111	61	1351	3120	2841	1520	2077	4349	2730	4684	3320	9	1394	26	324	424	719	8371	2956	3237	3083	885	719	1404	3192	7125	1240	3306	2004	75	0	8340	661	11051	0	0	419	0	23	326	4	0	213	261	0	337	1326	107	534	1262	72	1352	1180	11	1990	177	435	892	6874	28	349	39	15657	3986	6126	18	2256	0	41	16
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Clostridium_R	0	0	0	0	0	0	0	0	0	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus	3	38	6	18	8	11	0	8	22	26	8	0	23	16	20	33	9	3	25	5	15	3	11	16	35	14	17	23	42	46	0	7	0	10	0	0	0	0	11	11	7	0	6	0	0	12	36	17	12	14	35	0	34	24	29	21	17	23	79	15	17	0	19	11	2	0	65	0	0	2
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Cuneatibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea	8	30	14	1	13	11	0	2	6	11	98	0	15	13	4	21	44	9	18	17	0	0	16	12	17	36	34	24	52	14	0	7	0	10	0	0	3	0	33	743	21	0	13	9	0	118	311	148	22	14	39	13	40	15	33	29	28	146	158	17	51	12	45	12	3	17	14	23	9	8
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea_A	31	46	96	14	43	284	0	17	10	112	42	251	38	35	31	96	78	21	68	51	26	6	53	47	61	146	60	98	147	66	0	47	0	26	3	0	12	0	361	71	13	0	1153	51	0	160	72	389	101	32	520	245	108	23	28	111	117	69	221	38	58	44	125	21	8	35	62	69	265	23
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea_B	261	25	228	269	149	7	145	3251	7	13	114	10	40	99	38	1130	54	3438	58	2654	27	1705	5	6	19	91	84	32	1703	22	0	4375	13	14	0	0	5	9	15	32	0	0	8	36	0	33	10	16	41	34	10	2764	1062	7	19	6563	158	1253	138	5	33	87	58	122	2	14	17	176	48	14
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eisenbergiella	4847	2850	5203	37	16771	168	165	7707	4826	273	135	23	10155	8952	73	1524	266	22104	19118	3736	4292	4091	8177	1091	162	117	6363	13290	8470	1198	0	47	807	1439	0	0	10	0	522	821	4	0	53	0	0	3041	1078	140	3380	3920	32769	80	3600	16	266	1689	1603	4176	331	1890	62	43	18711	2563	4935	24	2128	3625	50	560
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster	4342	127	1301	5761	6736	8994	4129	54417	6665	18506	1254	17127	11002	3598	7335	3270	242	2591	6003	10675	4933	16013	1905	19805	9349	3670	3144	699	7715	301	1	3270	6075	1378	0	0	5	4	128	420	25	14	175	296	0	901	798	44	6744	32616	5731	2553	2359	141	27536	413	1024	336	4655	314	13882	248	5204	3577	7418	81	11991	1312	80	22395
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_G	0	0	0	0	6	0	0	0	0	0	0	0	0	18	0	6	0	0	0	0	0	0	2	0	4	0	0	8	5	17	0	9	0	0	0	0	0	0	8	0	2	0	0	9	0	18	6	0	0	0	1	0	2	0	2	3	10	3	3	4	0	0	0	0	1	0	0	0	0	0
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_I	7	2155	12	21	27	92	0	247	22	1230	13	0	2	32	10	105	54	16	8	10	31	0	167	15	56	2092	40	1162	21	29	0	374	21	0	0	0	52	0	9	1721	177	0	1389	0	0	2408	978	62	38	355	73	16	115	43	750	15	16	17	52	15	7	1751	2262	6	154	3	13	0	1610	0
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_J	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	14	7	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Extibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	2	0	0	0	0	0	1	0	0	0	8	0	0	0	8	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Faecalimonas	22682	92279	16065	4665	55592	39368	5165	22881	22914	22473	204380	127201	43059	190297	15695	66762	10392	8639	8155	9122	57350	6856	32992	19059	147707	78041	76325	48211	34522	117358	15236	5815	10610	1295	498	79	433436	1069	80889	108202	55707	7271	130627	146403	537	294636	65671	106117	26316	27588	82504	56112	35752	161052	82497	70344	31825	31454	52800	54619	47928	253215	113769	3356	8323	264570	67512	16848	31984	9220
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Frisingicoccus	0	10	1	0	17	0	0	0	3	5	13	0	0	0	0	13	0	0	0	0	8	0	5	31	5	16	13	15	9	11	0	0	0	0	0	0	0	0	13	14	0	0	68	0	0	0	0	8	6	7	0	10	6	0	3	12	5	13	15	3	10	30	3	11	0	0	0	23	0	0
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Fusicatenibacter	6	42	17	8	8	16	0	21	12	19	25	0	36	45	13	27	16	19	33	16	18	16	16	25	19	36	26	78	34	26	0	14	8	7	0	0	5	0	70	15	1	0	20	76	0	45	135	6	34	68	28	28	14	4	40	92	94	28	95	14	19	32	72	166	11	2	104	16	0	64
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Hespellia	0	15	8	0	3	0	0	0	0	1	0	0	0	0	0	11	0	0	0	0	0	0	5	0	2	16	1	3	0	0	0	0	0	0	0	0	0	0	4	1	0	0	9	0	0	8	0	0	0	7	2	12	5	3	10	0	0	3	5	0	7	0	4	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Hungatella	0	0	2	2	8	0	0	12	0	0	0	0	4	0	0	0	0	0	10	0	0	0	0	10	1	14	0	5	3	0	0	133	0	0	0	0	0	0	0	5	0	0	0	0	0	13	10	0	6	5	13	9	0	0	9	8	0	0	10	0	0	0	15	3	1	0	0	0	0	0
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnoclostridium_A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	11	0	0	0	0	0	0	4	0	0	0
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnoclostridium_B	61	55	7	0	4	10	1	7	5	40	50	0	0	2	0	7	0	2	1	0	27	0	13	0	2	34	6	3	20	0	0	9	0	0	0	0	4	1	0	26	8	0	0	1	0	0	48	168	12	7	18	12	29	2	7	23	5	5	42	6	43	128	55	0	0	22	0	0	24	0
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira	378	320	379	44	3	1951	0	2	88	9	199	0	243	142	10	23	11	2446	3	927	1358	372	48	18	234	148	71	20	3760	140	0	0	0	44	1	0	0	0	284	2	0	0	19	88	0	309	3124	24	46	2425	5	56	16057	4	57	1811	2874	458	416	14	53	35	113	63	0	30	236	0	69	68
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lacrimispora	0	0	1	0	0	0	0	0	0	0	0	0	7	0	0	3	0	3	0	1	0	0	0	0	0	1	1	1	3	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	3	0	5	2	5	0	0	1	0	1	6	0	0	0	0	0	1	0	1	1	0	0
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lactonifactor	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	442	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Marvinbryantia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Massilistercora	0	3	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	2	0	4	0	0	1	3	2	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Mediterraneibacter	138	686	99	61	246	143	6	156	138	175	819	132	166	452	132	364	1858	108	113	175	145	79	493	155	259	624	458	296	366	410	1	122	15	24	1	0	283	7	227	589	82	23	660	462	0	1062	435	1031	413	184	464	690	245	121	1326	300	139	624	1060	142	1700	1207	622	164	56	625	292	48	281	145
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Merdimonas	17	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	19	0	7	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Muricomes	0	31	0	3	16	0	0	0	0	0	0	0	0	31	0	2	0	0	3	5	0	0	5	19	15	0	7	5	1	8	0	0	0	0	0	0	69	6	0	26	0	0	0	0	0	34	0	0	8	0	0	0	12	0	48	32	3	8	20	0	16	62	25	6	0	332	31	0	0	0
